image_name,label
isbi2025_ps3c_train_image_01867.png,bothcells
isbi2025_ps3c_train_image_21170.png,healthy
isbi2025_ps3c_train_image_74175.png,rubbish
isbi2025_ps3c_train_image_36925.png,rubbish
isbi2025_ps3c_train_image_63833.png,rubbish
isbi2025_ps3c_train_image_33249.png,rubbish
isbi2025_ps3c_train_image_59448.png,rubbish
isbi2025_ps3c_train_image_14399.png,healthy
isbi2025_ps3c_train_image_05237.png,healthy
isbi2025_ps3c_train_image_39840.png,rubbish
isbi2025_ps3c_train_image_22948.png,healthy
isbi2025_ps3c_train_image_24962.png,healthy
isbi2025_ps3c_train_image_12228.png,healthy
isbi2025_ps3c_train_image_51435.png,rubbish
isbi2025_ps3c_train_image_14092.png,healthy
isbi2025_ps3c_train_image_12726.png,healthy
isbi2025_ps3c_train_image_35199.png,rubbish
isbi2025_ps3c_train_image_39011.png,rubbish
isbi2025_ps3c_train_image_52973.png,rubbish
isbi2025_ps3c_train_image_57014.png,rubbish
isbi2025_ps3c_train_image_29215.png,healthy
isbi2025_ps3c_train_image_24342.png,healthy
isbi2025_ps3c_train_image_02313.png,bothcells
isbi2025_ps3c_train_image_07580.png,healthy
isbi2025_ps3c_train_image_35806.png,rubbish
isbi2025_ps3c_train_image_42555.png,rubbish
isbi2025_ps3c_train_image_15130.png,healthy
isbi2025_ps3c_train_image_63254.png,rubbish
isbi2025_ps3c_train_image_66174.png,rubbish
isbi2025_ps3c_train_image_54582.png,rubbish
isbi2025_ps3c_train_image_73356.png,rubbish
isbi2025_ps3c_train_image_04968.png,healthy
isbi2025_ps3c_train_image_67026.png,rubbish
isbi2025_ps3c_train_image_12460.png,healthy
isbi2025_ps3c_train_image_16244.png,healthy
isbi2025_ps3c_train_image_64158.png,rubbish
isbi2025_ps3c_train_image_46206.png,rubbish
isbi2025_ps3c_train_image_48981.png,rubbish
isbi2025_ps3c_train_image_70363.png,rubbish
isbi2025_ps3c_train_image_03115.png,bothcells
isbi2025_ps3c_train_image_31176.png,healthy
isbi2025_ps3c_train_image_38149.png,rubbish
isbi2025_ps3c_train_image_09398.png,healthy
isbi2025_ps3c_train_image_42090.png,rubbish
isbi2025_ps3c_train_image_84449.png,unhealthy
isbi2025_ps3c_train_image_81273.png,rubbish
isbi2025_ps3c_train_image_68422.png,rubbish
isbi2025_ps3c_train_image_10818.png,healthy
isbi2025_ps3c_train_image_42852.png,rubbish
isbi2025_ps3c_train_image_64413.png,rubbish
isbi2025_ps3c_train_image_42879.png,rubbish
isbi2025_ps3c_train_image_51849.png,rubbish
isbi2025_ps3c_train_image_46406.png,rubbish
isbi2025_ps3c_train_image_49942.png,rubbish
isbi2025_ps3c_train_image_30760.png,healthy
isbi2025_ps3c_train_image_59096.png,rubbish
isbi2025_ps3c_train_image_41438.png,rubbish
isbi2025_ps3c_train_image_31024.png,healthy
isbi2025_ps3c_train_image_29244.png,healthy
isbi2025_ps3c_train_image_67045.png,rubbish
isbi2025_ps3c_train_image_09362.png,healthy
isbi2025_ps3c_train_image_32287.png,healthy
isbi2025_ps3c_train_image_75292.png,rubbish
isbi2025_ps3c_train_image_45462.png,rubbish
isbi2025_ps3c_train_image_61668.png,rubbish
isbi2025_ps3c_train_image_81599.png,rubbish
isbi2025_ps3c_train_image_26537.png,healthy
isbi2025_ps3c_train_image_73913.png,rubbish
isbi2025_ps3c_train_image_19658.png,healthy
isbi2025_ps3c_train_image_43980.png,rubbish
isbi2025_ps3c_train_image_03207.png,bothcells
isbi2025_ps3c_train_image_74714.png,rubbish
isbi2025_ps3c_train_image_82574.png,rubbish
isbi2025_ps3c_train_image_66593.png,rubbish
isbi2025_ps3c_train_image_05378.png,healthy
isbi2025_ps3c_train_image_06188.png,healthy
isbi2025_ps3c_train_image_70804.png,rubbish
isbi2025_ps3c_train_image_19785.png,healthy
isbi2025_ps3c_train_image_43052.png,rubbish
isbi2025_ps3c_train_image_04074.png,healthy
isbi2025_ps3c_train_image_31015.png,healthy
isbi2025_ps3c_train_image_62524.png,rubbish
isbi2025_ps3c_train_image_07006.png,healthy
isbi2025_ps3c_train_image_47987.png,rubbish
isbi2025_ps3c_train_image_59381.png,rubbish
isbi2025_ps3c_train_image_07167.png,healthy
isbi2025_ps3c_train_image_83663.png,unhealthy
isbi2025_ps3c_train_image_36781.png,rubbish
isbi2025_ps3c_train_image_23664.png,healthy
isbi2025_ps3c_train_image_50007.png,rubbish
isbi2025_ps3c_train_image_35995.png,rubbish
isbi2025_ps3c_train_image_08286.png,healthy
isbi2025_ps3c_train_image_54449.png,rubbish
isbi2025_ps3c_train_image_33636.png,rubbish
isbi2025_ps3c_train_image_00841.png,bothcells
isbi2025_ps3c_train_image_14064.png,healthy
isbi2025_ps3c_train_image_28754.png,healthy
isbi2025_ps3c_train_image_05741.png,healthy
isbi2025_ps3c_train_image_02932.png,bothcells
isbi2025_ps3c_train_image_20723.png,healthy
isbi2025_ps3c_train_image_46051.png,rubbish
isbi2025_ps3c_train_image_30130.png,healthy
isbi2025_ps3c_train_image_79615.png,rubbish
isbi2025_ps3c_train_image_59273.png,rubbish
isbi2025_ps3c_train_image_74516.png,rubbish
isbi2025_ps3c_train_image_81012.png,rubbish
isbi2025_ps3c_train_image_47100.png,rubbish
isbi2025_ps3c_train_image_44709.png,rubbish
isbi2025_ps3c_train_image_68855.png,rubbish
isbi2025_ps3c_train_image_70716.png,rubbish
isbi2025_ps3c_train_image_20521.png,healthy
isbi2025_ps3c_train_image_81898.png,rubbish
isbi2025_ps3c_train_image_77031.png,rubbish
isbi2025_ps3c_train_image_06281.png,healthy
isbi2025_ps3c_train_image_75562.png,rubbish
isbi2025_ps3c_train_image_35176.png,rubbish
isbi2025_ps3c_train_image_10549.png,healthy
isbi2025_ps3c_train_image_57900.png,rubbish
isbi2025_ps3c_train_image_26095.png,healthy
isbi2025_ps3c_train_image_50996.png,rubbish
isbi2025_ps3c_train_image_61222.png,rubbish
isbi2025_ps3c_train_image_42908.png,rubbish
isbi2025_ps3c_train_image_63341.png,rubbish
isbi2025_ps3c_train_image_50377.png,rubbish
isbi2025_ps3c_train_image_34253.png,rubbish
isbi2025_ps3c_train_image_30754.png,healthy
isbi2025_ps3c_train_image_27322.png,healthy
isbi2025_ps3c_train_image_13640.png,healthy
isbi2025_ps3c_train_image_58233.png,rubbish
isbi2025_ps3c_train_image_43639.png,rubbish
isbi2025_ps3c_train_image_32660.png,rubbish
isbi2025_ps3c_train_image_04782.png,healthy
isbi2025_ps3c_train_image_09701.png,healthy
isbi2025_ps3c_train_image_83579.png,unhealthy
isbi2025_ps3c_train_image_59212.png,rubbish
isbi2025_ps3c_train_image_23336.png,healthy
isbi2025_ps3c_train_image_16071.png,healthy
isbi2025_ps3c_train_image_67856.png,rubbish
isbi2025_ps3c_train_image_73518.png,rubbish
isbi2025_ps3c_train_image_42621.png,rubbish
isbi2025_ps3c_train_image_41247.png,rubbish
isbi2025_ps3c_train_image_10682.png,healthy
isbi2025_ps3c_train_image_00813.png,bothcells
isbi2025_ps3c_train_image_67562.png,rubbish
isbi2025_ps3c_train_image_69406.png,rubbish
isbi2025_ps3c_train_image_61829.png,rubbish
isbi2025_ps3c_train_image_81616.png,rubbish
isbi2025_ps3c_train_image_13839.png,healthy
isbi2025_ps3c_train_image_44746.png,rubbish
isbi2025_ps3c_train_image_22325.png,healthy
isbi2025_ps3c_train_image_53044.png,rubbish
isbi2025_ps3c_train_image_39521.png,rubbish
isbi2025_ps3c_train_image_69329.png,rubbish
isbi2025_ps3c_train_image_64645.png,rubbish
isbi2025_ps3c_train_image_28489.png,healthy
isbi2025_ps3c_train_image_32043.png,healthy
isbi2025_ps3c_train_image_14081.png,healthy
isbi2025_ps3c_train_image_44726.png,rubbish
isbi2025_ps3c_train_image_14332.png,healthy
isbi2025_ps3c_train_image_07880.png,healthy
isbi2025_ps3c_train_image_41335.png,rubbish
isbi2025_ps3c_train_image_25376.png,healthy
isbi2025_ps3c_train_image_67896.png,rubbish
isbi2025_ps3c_train_image_78411.png,rubbish
isbi2025_ps3c_train_image_37260.png,rubbish
isbi2025_ps3c_train_image_52847.png,rubbish
isbi2025_ps3c_train_image_66625.png,rubbish
isbi2025_ps3c_train_image_22563.png,healthy
isbi2025_ps3c_train_image_58035.png,rubbish
isbi2025_ps3c_train_image_10609.png,healthy
isbi2025_ps3c_train_image_74249.png,rubbish
isbi2025_ps3c_train_image_56858.png,rubbish
isbi2025_ps3c_train_image_32964.png,rubbish
isbi2025_ps3c_train_image_66717.png,rubbish
isbi2025_ps3c_train_image_84260.png,unhealthy
isbi2025_ps3c_train_image_19462.png,healthy
isbi2025_ps3c_train_image_40848.png,rubbish
isbi2025_ps3c_train_image_64599.png,rubbish
isbi2025_ps3c_train_image_30080.png,healthy
isbi2025_ps3c_train_image_36208.png,rubbish
isbi2025_ps3c_train_image_33512.png,rubbish
isbi2025_ps3c_train_image_10009.png,healthy
isbi2025_ps3c_train_image_27622.png,healthy
isbi2025_ps3c_train_image_07864.png,healthy
isbi2025_ps3c_train_image_51762.png,rubbish
isbi2025_ps3c_train_image_51605.png,rubbish
isbi2025_ps3c_train_image_49504.png,rubbish
isbi2025_ps3c_train_image_28412.png,healthy
isbi2025_ps3c_train_image_73401.png,rubbish
isbi2025_ps3c_train_image_64764.png,rubbish
isbi2025_ps3c_train_image_80094.png,rubbish
isbi2025_ps3c_train_image_06640.png,healthy
isbi2025_ps3c_train_image_05039.png,healthy
isbi2025_ps3c_train_image_11187.png,healthy
isbi2025_ps3c_train_image_18029.png,healthy
isbi2025_ps3c_train_image_53930.png,rubbish
isbi2025_ps3c_train_image_72102.png,rubbish
isbi2025_ps3c_train_image_74528.png,rubbish
isbi2025_ps3c_train_image_57678.png,rubbish
isbi2025_ps3c_train_image_64822.png,rubbish
isbi2025_ps3c_train_image_35086.png,rubbish
isbi2025_ps3c_train_image_83411.png,unhealthy
isbi2025_ps3c_train_image_09507.png,healthy
isbi2025_ps3c_train_image_28151.png,healthy
isbi2025_ps3c_train_image_65433.png,rubbish
isbi2025_ps3c_train_image_36342.png,rubbish
isbi2025_ps3c_train_image_45937.png,rubbish
isbi2025_ps3c_train_image_39474.png,rubbish
isbi2025_ps3c_train_image_42481.png,rubbish
isbi2025_ps3c_train_image_56824.png,rubbish
isbi2025_ps3c_train_image_64548.png,rubbish
isbi2025_ps3c_train_image_11660.png,healthy
isbi2025_ps3c_train_image_71068.png,rubbish
isbi2025_ps3c_train_image_37758.png,rubbish
isbi2025_ps3c_train_image_28541.png,healthy
isbi2025_ps3c_train_image_30986.png,healthy
isbi2025_ps3c_train_image_27636.png,healthy
isbi2025_ps3c_train_image_63495.png,rubbish
isbi2025_ps3c_train_image_73212.png,rubbish
isbi2025_ps3c_train_image_78951.png,rubbish
isbi2025_ps3c_train_image_37188.png,rubbish
isbi2025_ps3c_train_image_59248.png,rubbish
isbi2025_ps3c_train_image_16842.png,healthy
isbi2025_ps3c_train_image_74392.png,rubbish
isbi2025_ps3c_train_image_42330.png,rubbish
isbi2025_ps3c_train_image_72535.png,rubbish
isbi2025_ps3c_train_image_79639.png,rubbish
isbi2025_ps3c_train_image_13049.png,healthy
isbi2025_ps3c_train_image_54683.png,rubbish
isbi2025_ps3c_train_image_06136.png,healthy
isbi2025_ps3c_train_image_48468.png,rubbish
isbi2025_ps3c_train_image_35519.png,rubbish
isbi2025_ps3c_train_image_69576.png,rubbish
isbi2025_ps3c_train_image_79237.png,rubbish
isbi2025_ps3c_train_image_54805.png,rubbish
isbi2025_ps3c_train_image_12780.png,healthy
isbi2025_ps3c_train_image_68929.png,rubbish
isbi2025_ps3c_train_image_57330.png,rubbish
isbi2025_ps3c_train_image_11174.png,healthy
isbi2025_ps3c_train_image_13348.png,healthy
isbi2025_ps3c_train_image_20366.png,healthy
isbi2025_ps3c_train_image_12906.png,healthy
isbi2025_ps3c_train_image_43056.png,rubbish
isbi2025_ps3c_train_image_30727.png,healthy
isbi2025_ps3c_train_image_01124.png,bothcells
isbi2025_ps3c_train_image_66577.png,rubbish
isbi2025_ps3c_train_image_07859.png,healthy
isbi2025_ps3c_train_image_73352.png,rubbish
isbi2025_ps3c_train_image_23198.png,healthy
isbi2025_ps3c_train_image_40604.png,rubbish
isbi2025_ps3c_train_image_35797.png,rubbish
isbi2025_ps3c_train_image_79630.png,rubbish
isbi2025_ps3c_train_image_15043.png,healthy
isbi2025_ps3c_train_image_64749.png,rubbish
isbi2025_ps3c_train_image_07487.png,healthy
isbi2025_ps3c_train_image_76329.png,rubbish
isbi2025_ps3c_train_image_25288.png,healthy
isbi2025_ps3c_train_image_50499.png,rubbish
isbi2025_ps3c_train_image_76320.png,rubbish
isbi2025_ps3c_train_image_28124.png,healthy
isbi2025_ps3c_train_image_39884.png,rubbish
isbi2025_ps3c_train_image_43949.png,rubbish
isbi2025_ps3c_train_image_58291.png,rubbish
isbi2025_ps3c_train_image_65483.png,rubbish
isbi2025_ps3c_train_image_15157.png,healthy
isbi2025_ps3c_train_image_59257.png,rubbish
isbi2025_ps3c_train_image_16359.png,healthy
isbi2025_ps3c_train_image_56926.png,rubbish
isbi2025_ps3c_train_image_84408.png,unhealthy
isbi2025_ps3c_train_image_37504.png,rubbish
isbi2025_ps3c_train_image_49544.png,rubbish
isbi2025_ps3c_train_image_27326.png,healthy
isbi2025_ps3c_train_image_26666.png,healthy
isbi2025_ps3c_train_image_20801.png,healthy
isbi2025_ps3c_train_image_28126.png,healthy
isbi2025_ps3c_train_image_55486.png,rubbish
isbi2025_ps3c_train_image_59533.png,rubbish
isbi2025_ps3c_train_image_77616.png,rubbish
isbi2025_ps3c_train_image_64684.png,rubbish
isbi2025_ps3c_train_image_27088.png,healthy
isbi2025_ps3c_train_image_35288.png,rubbish
isbi2025_ps3c_train_image_68199.png,rubbish
isbi2025_ps3c_train_image_83044.png,unhealthy
isbi2025_ps3c_train_image_82591.png,rubbish
isbi2025_ps3c_train_image_14220.png,healthy
isbi2025_ps3c_train_image_75435.png,rubbish
isbi2025_ps3c_train_image_09350.png,healthy
isbi2025_ps3c_train_image_06011.png,healthy
isbi2025_ps3c_train_image_17841.png,healthy
isbi2025_ps3c_train_image_21021.png,healthy
isbi2025_ps3c_train_image_64666.png,rubbish
isbi2025_ps3c_train_image_83930.png,unhealthy
isbi2025_ps3c_train_image_61609.png,rubbish
isbi2025_ps3c_train_image_01045.png,bothcells
isbi2025_ps3c_train_image_15547.png,healthy
isbi2025_ps3c_train_image_30876.png,healthy
isbi2025_ps3c_train_image_32332.png,healthy
isbi2025_ps3c_train_image_60419.png,rubbish
isbi2025_ps3c_train_image_60880.png,rubbish
isbi2025_ps3c_train_image_11481.png,healthy
isbi2025_ps3c_train_image_77991.png,rubbish
isbi2025_ps3c_train_image_43669.png,rubbish
isbi2025_ps3c_train_image_17340.png,healthy
isbi2025_ps3c_train_image_38736.png,rubbish
isbi2025_ps3c_train_image_17153.png,healthy
isbi2025_ps3c_train_image_11686.png,healthy
isbi2025_ps3c_train_image_43353.png,rubbish
isbi2025_ps3c_train_image_22837.png,healthy
isbi2025_ps3c_train_image_67625.png,rubbish
isbi2025_ps3c_train_image_49584.png,rubbish
isbi2025_ps3c_train_image_07515.png,healthy
isbi2025_ps3c_train_image_26117.png,healthy
isbi2025_ps3c_train_image_66616.png,rubbish
isbi2025_ps3c_train_image_50791.png,rubbish
isbi2025_ps3c_train_image_77186.png,rubbish
isbi2025_ps3c_train_image_32121.png,healthy
isbi2025_ps3c_train_image_54078.png,rubbish
isbi2025_ps3c_train_image_61342.png,rubbish
isbi2025_ps3c_train_image_30180.png,healthy
isbi2025_ps3c_train_image_76082.png,rubbish
isbi2025_ps3c_train_image_23890.png,healthy
isbi2025_ps3c_train_image_81776.png,rubbish
isbi2025_ps3c_train_image_21950.png,healthy
isbi2025_ps3c_train_image_65156.png,rubbish
isbi2025_ps3c_train_image_43494.png,rubbish
isbi2025_ps3c_train_image_18533.png,healthy
isbi2025_ps3c_train_image_22477.png,healthy
isbi2025_ps3c_train_image_51707.png,rubbish
isbi2025_ps3c_train_image_31288.png,healthy
isbi2025_ps3c_train_image_83533.png,unhealthy
isbi2025_ps3c_train_image_21156.png,healthy
isbi2025_ps3c_train_image_15995.png,healthy
isbi2025_ps3c_train_image_51504.png,rubbish
isbi2025_ps3c_train_image_33115.png,rubbish
isbi2025_ps3c_train_image_69342.png,rubbish
isbi2025_ps3c_train_image_56138.png,rubbish
isbi2025_ps3c_train_image_25596.png,healthy
isbi2025_ps3c_train_image_65469.png,rubbish
isbi2025_ps3c_train_image_15948.png,healthy
isbi2025_ps3c_train_image_04558.png,healthy
isbi2025_ps3c_train_image_62543.png,rubbish
isbi2025_ps3c_train_image_24746.png,healthy
isbi2025_ps3c_train_image_60394.png,rubbish
isbi2025_ps3c_train_image_06486.png,healthy
isbi2025_ps3c_train_image_40839.png,rubbish
isbi2025_ps3c_train_image_55819.png,rubbish
isbi2025_ps3c_train_image_32423.png,rubbish
isbi2025_ps3c_train_image_16315.png,healthy
isbi2025_ps3c_train_image_06007.png,healthy
isbi2025_ps3c_train_image_17079.png,healthy
isbi2025_ps3c_train_image_78056.png,rubbish
isbi2025_ps3c_train_image_64205.png,rubbish
isbi2025_ps3c_train_image_57037.png,rubbish
isbi2025_ps3c_train_image_07942.png,healthy
isbi2025_ps3c_train_image_75722.png,rubbish
isbi2025_ps3c_train_image_01414.png,bothcells
isbi2025_ps3c_train_image_70240.png,rubbish
isbi2025_ps3c_train_image_61359.png,rubbish
isbi2025_ps3c_train_image_34323.png,rubbish
isbi2025_ps3c_train_image_25088.png,healthy
isbi2025_ps3c_train_image_21536.png,healthy
isbi2025_ps3c_train_image_55798.png,rubbish
isbi2025_ps3c_train_image_48768.png,rubbish
isbi2025_ps3c_train_image_24637.png,healthy
isbi2025_ps3c_train_image_20749.png,healthy
isbi2025_ps3c_train_image_52585.png,rubbish
isbi2025_ps3c_train_image_01541.png,bothcells
isbi2025_ps3c_train_image_26633.png,healthy
isbi2025_ps3c_train_image_26064.png,healthy
isbi2025_ps3c_train_image_33029.png,rubbish
isbi2025_ps3c_train_image_13007.png,healthy
isbi2025_ps3c_train_image_78353.png,rubbish
isbi2025_ps3c_train_image_20316.png,healthy
isbi2025_ps3c_train_image_50320.png,rubbish
isbi2025_ps3c_train_image_58301.png,rubbish
isbi2025_ps3c_train_image_31379.png,healthy
isbi2025_ps3c_train_image_66515.png,rubbish
isbi2025_ps3c_train_image_28227.png,healthy
isbi2025_ps3c_train_image_29013.png,healthy
isbi2025_ps3c_train_image_03471.png,healthy
isbi2025_ps3c_train_image_28145.png,healthy
isbi2025_ps3c_train_image_00936.png,bothcells
isbi2025_ps3c_train_image_80532.png,rubbish
isbi2025_ps3c_train_image_41203.png,rubbish
isbi2025_ps3c_train_image_64061.png,rubbish
isbi2025_ps3c_train_image_81929.png,rubbish
isbi2025_ps3c_train_image_66776.png,rubbish
isbi2025_ps3c_train_image_03595.png,healthy
isbi2025_ps3c_train_image_21228.png,healthy
isbi2025_ps3c_train_image_69016.png,rubbish
isbi2025_ps3c_train_image_38182.png,rubbish
isbi2025_ps3c_train_image_14714.png,healthy
isbi2025_ps3c_train_image_79264.png,rubbish
isbi2025_ps3c_train_image_31433.png,healthy
isbi2025_ps3c_train_image_66483.png,rubbish
isbi2025_ps3c_train_image_01966.png,bothcells
isbi2025_ps3c_train_image_58208.png,rubbish
isbi2025_ps3c_train_image_47958.png,rubbish
isbi2025_ps3c_train_image_37255.png,rubbish
isbi2025_ps3c_train_image_81149.png,rubbish
isbi2025_ps3c_train_image_74823.png,rubbish
isbi2025_ps3c_train_image_00304.png,bothcells
isbi2025_ps3c_train_image_39848.png,rubbish
isbi2025_ps3c_train_image_05452.png,healthy
isbi2025_ps3c_train_image_62605.png,rubbish
isbi2025_ps3c_train_image_44487.png,rubbish
isbi2025_ps3c_train_image_28189.png,healthy
isbi2025_ps3c_train_image_37355.png,rubbish
isbi2025_ps3c_train_image_30966.png,healthy
isbi2025_ps3c_train_image_31759.png,healthy
isbi2025_ps3c_train_image_47971.png,rubbish
isbi2025_ps3c_train_image_11212.png,healthy
isbi2025_ps3c_train_image_63843.png,rubbish
isbi2025_ps3c_train_image_27728.png,healthy
isbi2025_ps3c_train_image_82081.png,rubbish
isbi2025_ps3c_train_image_73452.png,rubbish
isbi2025_ps3c_train_image_78968.png,rubbish
isbi2025_ps3c_train_image_51561.png,rubbish
isbi2025_ps3c_train_image_64817.png,rubbish
isbi2025_ps3c_train_image_74325.png,rubbish
isbi2025_ps3c_train_image_75403.png,rubbish
isbi2025_ps3c_train_image_02855.png,bothcells
isbi2025_ps3c_train_image_14616.png,healthy
isbi2025_ps3c_train_image_64438.png,rubbish
isbi2025_ps3c_train_image_77464.png,rubbish
isbi2025_ps3c_train_image_65536.png,rubbish
isbi2025_ps3c_train_image_05842.png,healthy
isbi2025_ps3c_train_image_73408.png,rubbish
isbi2025_ps3c_train_image_64074.png,rubbish
isbi2025_ps3c_train_image_24638.png,healthy
isbi2025_ps3c_train_image_38369.png,rubbish
isbi2025_ps3c_train_image_21011.png,healthy
isbi2025_ps3c_train_image_82227.png,rubbish
isbi2025_ps3c_train_image_25744.png,healthy
isbi2025_ps3c_train_image_31153.png,healthy
isbi2025_ps3c_train_image_43395.png,rubbish
isbi2025_ps3c_train_image_83676.png,unhealthy
isbi2025_ps3c_train_image_68898.png,rubbish
isbi2025_ps3c_train_image_02476.png,bothcells
isbi2025_ps3c_train_image_65898.png,rubbish
isbi2025_ps3c_train_image_75909.png,rubbish
isbi2025_ps3c_train_image_73709.png,rubbish
isbi2025_ps3c_train_image_21037.png,healthy
isbi2025_ps3c_train_image_51327.png,rubbish
isbi2025_ps3c_train_image_45993.png,rubbish
isbi2025_ps3c_train_image_70301.png,rubbish
isbi2025_ps3c_train_image_40739.png,rubbish
isbi2025_ps3c_train_image_00886.png,bothcells
isbi2025_ps3c_train_image_52078.png,rubbish
isbi2025_ps3c_train_image_04362.png,healthy
isbi2025_ps3c_train_image_51119.png,rubbish
isbi2025_ps3c_train_image_54620.png,rubbish
isbi2025_ps3c_train_image_51456.png,rubbish
isbi2025_ps3c_train_image_12431.png,healthy
isbi2025_ps3c_train_image_61095.png,rubbish
isbi2025_ps3c_train_image_19692.png,healthy
isbi2025_ps3c_train_image_03835.png,healthy
isbi2025_ps3c_train_image_67561.png,rubbish
isbi2025_ps3c_train_image_64532.png,rubbish
isbi2025_ps3c_train_image_12094.png,healthy
isbi2025_ps3c_train_image_71298.png,rubbish
isbi2025_ps3c_train_image_27778.png,healthy
isbi2025_ps3c_train_image_49272.png,rubbish
isbi2025_ps3c_train_image_00375.png,bothcells
isbi2025_ps3c_train_image_40859.png,rubbish
isbi2025_ps3c_train_image_01579.png,bothcells
isbi2025_ps3c_train_image_65374.png,rubbish
isbi2025_ps3c_train_image_35571.png,rubbish
isbi2025_ps3c_train_image_34399.png,rubbish
isbi2025_ps3c_train_image_15510.png,healthy
isbi2025_ps3c_train_image_65263.png,rubbish
isbi2025_ps3c_train_image_35842.png,rubbish
isbi2025_ps3c_train_image_64537.png,rubbish
isbi2025_ps3c_train_image_41994.png,rubbish
isbi2025_ps3c_train_image_13823.png,healthy
isbi2025_ps3c_train_image_06474.png,healthy
isbi2025_ps3c_train_image_48242.png,rubbish
isbi2025_ps3c_train_image_36563.png,rubbish
isbi2025_ps3c_train_image_08201.png,healthy
isbi2025_ps3c_train_image_48875.png,rubbish
isbi2025_ps3c_train_image_57804.png,rubbish
isbi2025_ps3c_train_image_45354.png,rubbish
isbi2025_ps3c_train_image_58385.png,rubbish
isbi2025_ps3c_train_image_17519.png,healthy
isbi2025_ps3c_train_image_12438.png,healthy
isbi2025_ps3c_train_image_34909.png,rubbish
isbi2025_ps3c_train_image_08344.png,healthy
isbi2025_ps3c_train_image_79391.png,rubbish
isbi2025_ps3c_train_image_49447.png,rubbish
isbi2025_ps3c_train_image_43999.png,rubbish
isbi2025_ps3c_train_image_51949.png,rubbish
isbi2025_ps3c_train_image_12271.png,healthy
isbi2025_ps3c_train_image_41698.png,rubbish
isbi2025_ps3c_train_image_80778.png,rubbish
isbi2025_ps3c_train_image_25290.png,healthy
isbi2025_ps3c_train_image_60615.png,rubbish
isbi2025_ps3c_train_image_52393.png,rubbish
isbi2025_ps3c_train_image_32424.png,rubbish
isbi2025_ps3c_train_image_12925.png,healthy
isbi2025_ps3c_train_image_22033.png,healthy
isbi2025_ps3c_train_image_41884.png,rubbish
isbi2025_ps3c_train_image_24614.png,healthy
isbi2025_ps3c_train_image_52607.png,rubbish
isbi2025_ps3c_train_image_64440.png,rubbish
isbi2025_ps3c_train_image_53551.png,rubbish
isbi2025_ps3c_train_image_10573.png,healthy
isbi2025_ps3c_train_image_23530.png,healthy
isbi2025_ps3c_train_image_79710.png,rubbish
isbi2025_ps3c_train_image_05289.png,healthy
isbi2025_ps3c_train_image_09978.png,healthy
isbi2025_ps3c_train_image_62666.png,rubbish
isbi2025_ps3c_train_image_22872.png,healthy
isbi2025_ps3c_train_image_00598.png,bothcells
isbi2025_ps3c_train_image_80220.png,rubbish
isbi2025_ps3c_train_image_57549.png,rubbish
isbi2025_ps3c_train_image_13099.png,healthy
isbi2025_ps3c_train_image_69613.png,rubbish
isbi2025_ps3c_train_image_01970.png,bothcells
isbi2025_ps3c_train_image_41308.png,rubbish
isbi2025_ps3c_train_image_81976.png,rubbish
isbi2025_ps3c_train_image_75829.png,rubbish
isbi2025_ps3c_train_image_63435.png,rubbish
isbi2025_ps3c_train_image_32269.png,healthy
isbi2025_ps3c_train_image_66226.png,rubbish
isbi2025_ps3c_train_image_81131.png,rubbish
